Frame, x, y, z, roll, pitch, yaw
358,67.1773,1.72042,0.00704773,-3.72843e-06,1.93119e-05,0.0146479
359,67.3288,1.72505,0.00695312,5.67641e-06,4.26769e-05,0.0136663
360,67.5147,1.73055,0.00704285,8.20563e-06,7.95126e-05,0.0136476
361,67.7526,1.73746,0.00700897,-1.5979e-05,2.98023e-05,0.0136584
362,67.933,1.74278,0.00707108,-7.98948e-06,0.000190139,0.013544
363,68.166,1.74947,0.00698639,-3.19579e-06,-4.37498e-05,0.0130864
364,68.3365,1.75426,0.00700684,-5.32632e-07,-6.44922e-05,0.0132172
365,68.5295,1.75971,0.00692924,2.27374e-13,0.000180125,0.0132061
366,68.6805,1.76397,0.00699738,7.70297e-06,-0.000134826,0.0129945
367,68.9045,1.77046,0.00702568,-2.66316e-06,8.23736e-05,0.0114807
368,69.0572,1.77465,0.0069664,-2.66316e-06,-6.77109e-05,0.0108711
369,69.2712,1.78052,0.00697601,-8.52211e-06,0.000110865,0.00988019
370,69.4344,1.78463,0.00701401,2.06186e-06,8.22544e-05,0.00960404
371,69.6169,1.78908,0.0069371,2.14148e-06,-5.22137e-05,0.0103179
372,69.8138,1.79429,0.00701508,5.03907e-06,4.78029e-05,0.00989898
373,69.9862,1.79863,0.00705444,9.09574e-09,8.89301e-05,0.00970783
374,70.2431,1.80516,0.00698196,3.22448e-06,7.95126e-05,0.00894834
375,70.4259,1.80912,0.00695847,-1.49137e-05,2.24113e-05,0.00967881
376,70.6037,1.81372,0.00706879,-1.43811e-05,6.42538e-05,0.00929515
377,70.7591,1.81747,0.00697823,1.88628e-06,-2.93255e-05,0.00955043
378,70.9047,1.82089,0.00698372,2.67165e-06,7.689e-05,0.0104453
379,71.0751,1.8254,0.00700966,-1.06526e-06,9.93013e-05,0.0103725
380,71.2696,1.83061,0.00696274,-3.72843e-06,6.9499e-05,0.00982758
381,71.4572,1.83556,0.00699036,9.02632e-06,-5.96046e-07,0.00951235
382,71.5986,1.83929,0.00697746,2.49994e-06,-7.89165e-05,0.00859452
383,71.8275,1.84459,0.00693275,4.11817e-06,-8.15392e-05,0.00820018
384,71.9962,1.84851,0.00699417,-5.85895e-06,8.76188e-05,0.00804674
385,72.2669,1.85471,0.00701141,2.33714e-06,0.000235677,0.00729608
386,72.4747,1.85901,0.00697319,5.82397e-06,-6.28233e-05,0.00793907
387,72.6535,1.86297,0.00704575,4.14079e-06,2.81334e-05,0.00869188
388,72.8136,1.8668,0.00701691,-6.92422e-06,1.88351e-05,0.00854167
389,72.9633,1.87038,0.00693764,-4.26106e-06,3.65972e-05,0.00860682
390,73.1473,1.87469,0.00695396,1.73397e-05,6.10352e-05,0.00808736
391,73.3285,1.87873,0.0068853,-3.19579e-06,7.34329e-05,0.00826807
392,73.5668,1.88422,0.00707169,-9.05475e-06,9.84669e-05,0.00845735
393,73.6977,1.88717,0.00689629,3.14239e-06,2.13385e-05,0.00897224
394,73.8828,1.89172,0.00704178,1.01153e-05,-9.85861e-05,0.00916517
395,74.0435,1.8955,0.00693207,-5.32632e-07,8.2016e-05,0.00872165
396,74.3339,1.90276,0.00704231,8.63039e-06,4.57764e-05,0.00745949
397,74.5113,1.90711,0.00699509,-1.5979e-06,-2.45571e-05,0.00632534
398,74.7299,1.91176,0.00705498,4.18412e-06,-5.59092e-05,0.00667427
399,74.9336,1.91602,0.00687691,-2.13053e-06,-8.57115e-05,0.007247
400,75.0841,1.91955,0.00695091,-1.5979e-06,-7.51018e-05,0.00676611
401,75.3205,1.92449,0.0069973,3.86503e-06,-3.19481e-05,0.00776669
402,75.4847,1.92828,0.00688797,6.72646e-06,2.14577e-06,0.00733729
403,75.658,1.93207,0.00702194,3.24745e-06,2.53916e-05,0.00743086
404,75.8723,1.93672,0.00697365,-1.5979e-06,1.65701e-05,0.00838837
405,75.9982,1.94005,0.00701248,-5.32632e-07,-0.000180602,0.00764022
406,76.1769,1.94399,0.00696487,1.10769e-05,0.000139832,0.00755571
407,76.3926,1.94868,0.00697502,-1.5979e-06,8.34465e-06,0.00753898
408,76.5693,1.95269,0.00706306,-4.26106e-06,7.62939e-05,0.00686198
409,76.7449,1.9564,0.00703712,-9.58738e-06,-1.7643e-05,0.00817217
410,76.9268,1.96035,0.0070401,-1.06526e-06,0.00012362,0.00902143
411,77.1029,1.96455,0.00698448,5.59349e-08,1.5974e-05,0.00917446
412,77.2843,1.96889,0.00693062,7.87341e-07,2.7895e-05,0.0088657
413,77.4782,1.97337,0.00706398,-2.66316e-06,6.77109e-05,0.00907891
414,77.7264,1.9792,0.00698173,2.01652e-05,-6.12736e-05,0.00877197
415,77.9213,1.98368,0.0068969,-2.29032e-05,-8.04663e-05,0.00926836
416,78.1009,1.9879,0.00709412,4.40194e-06,2.06232e-05,0.00937342
417,78.2753,1.99177,0.00702064,7.78148e-06,-1.96695e-05,0.00997798
418,78.5052,1.99748,0.0070063,4.89112e-07,-1.27554e-05,0.0105048
419,78.6553,2.00163,0.00693138,-1.70442e-05,-1.7643e-05,0.00945284
420,78.8488,2.00634,0.00687126,-1.06526e-06,1.9908e-05,0.00866139
421,79.039,2.01077,0.00700081,3.95469e-06,-5.84126e-06,0.0091493
422,79.1838,2.01419,0.00697357,1.91419e-06,7.99894e-05,0.00957469
423,79.3763,2.01916,0.00702583,-8.52212e-06,-0.000138998,0.00868489
424,79.5425,2.02348,0.0069268,1.42206e-05,-0.000156641,0.00755539
425,79.7166,2.02747,0.00705521,-7.45685e-06,8.86917e-05,0.00765394
426,79.8922,2.0311,0.00701187,-6.92422e-06,1.93119e-05,0.00848719
427,80.0532,2.03454,0.00698387,3.5755e-07,3.71933e-05,0.00910103
428,80.267,2.03986,0.00700958,2.27675e-06,-4.26769e-05,0.00841418
429,80.4546,2.04399,0.00698647,-1.5979e-05,1.18017e-05,0.00916263
430,80.6788,2.04955,0.00703255,-3.19579e-06,6.91414e-06,0.00876498
431,80.8632,2.05397,0.00700539,-3.72843e-06,-4.51803e-05,0.0091756
432,81.0613,2.05886,0.00707329,6.07622e-06,1.49012e-05,0.00911302
433,81.2497,2.06375,0.0070697,4.70616e-06,-6.91414e-06,0.00808148
434,81.486,2.06939,0.0069751,-2.13053e-06,-5.38826e-05,0.00797095
435,81.6784,2.07359,0.00701187,9.26915e-07,4.48227e-05,0.00874361
436,81.8886,2.07884,0.00691498,5.04128e-06,1.44243e-05,0.00808425
437,82.0704,2.08335,0.00700386,7.66012e-06,2.44379e-05,0.00776236
438,82.2372,2.08718,0.00699974,-5.32632e-07,-6.98566e-05,0.00737507
439,82.4351,2.0912,0.00694168,2.70785e-06,-0.00010395,0.00804687
440,82.6453,2.09605,0.0070092,-1.5979e-06,7.86781e-05,0.00801301
441,82.8403,2.1006,0.00705536,-7.45685e-06,2.49147e-05,0.00791284
442,83.0333,2.10464,0.00702133,8.47631e-08,0.000115991,0.00880416
443,83.2037,2.10867,0.0070018,2.3891e-06,-1.38283e-05,0.00874716
444,83.438,2.1143,0.00697266,9.13624e-06,-4.63724e-05,0.0084387
445,83.6047,2.11815,0.00698189,4.48725e-06,3.57628e-07,0.00875403
446,83.8147,2.12324,0.00701263,-1.5979e-06,0.000191808,0.0082493
447,83.9483,2.12629,0.0070195,5.21543e-06,-4.20809e-05,0.00819939
448,84.1157,2.13018,0.00692986,-1.43811e-05,-9.9659e-05,0.00781239
449,84.3025,2.13476,0.00700424,-5.32632e-07,9.57251e-05,0.0070224
450,84.4575,2.13814,0.00700516,-6.39159e-06,2.11e-05,0.00725658
451,84.6159,2.14141,0.00701973,-7.45685e-06,7.02143e-05,0.00794277
452,84.8623,2.14677,0.00691597,2.07803e-06,-0.000132084,0.0088085
453,85.0693,2.15196,0.00693832,8.47598e-06,5.26905e-05,0.00795329
454,85.2376,2.15591,0.00698975,1.94216e-06,-3.14713e-05,0.00733347
455,85.4274,2.15999,0.00704514,8.61588e-06,1.33514e-05,0.00762291
456,85.5852,2.16331,0.00699959,-1.17179e-05,1.80006e-05,0.00778691
457,85.7639,2.16717,0.00701736,-5.32632e-06,8.9407e-05,0.00810151
458,85.9578,2.17183,0.00693932,1.13082e-05,-9.64403e-05,0.0075547
459,86.094,2.17521,0.00697487,-9.05475e-06,-1.81198e-05,0.00732075
460,86.2624,2.17854,0.00700272,4.58203e-06,-1.27554e-05,0.00796115
461,86.4657,2.18306,0.00700127,1.1652e-05,-4.37498e-05,0.00840518
462,86.6363,2.18719,0.00689384,-6.92422e-06,2.39611e-05,0.00839649
463,86.8598,2.19265,0.00690254,-1.43811e-05,-1.38283e-05,0.00877216
464,87.0281,2.19651,0.00700783,-1.11853e-05,9.90629e-05,0.0094406
465,87.2347,2.20175,0.0070163,2.67779e-06,-7.89165e-05,0.00914049
466,87.4291,2.2061,0.00692642,-1.012e-05,-0.000116706,0.00987148
467,87.5768,2.20992,0.00703461,-1.012e-05,1.22786e-05,0.00973233
468,87.7769,2.21443,0.00701324,1.18193e-06,4.07696e-05,0.0104125
469,87.9475,2.21874,0.00703606,3.53004e-06,4.05312e-06,0.010041
470,88.1445,2.22379,0.00698433,4.38751e-06,8.9407e-06,0.0103869
471,88.3785,2.22989,0.00691215,-5.85895e-06,0.000123858,0.00959538
472,88.5018,2.23329,0.00705383,3.63214e-06,4.06504e-05,0.00878773
473,88.705,2.238,0.00688698,1.20536e-05,-4.48227e-05,0.00881861
474,88.961,2.24401,0.00702385,-1.06526e-05,7.20024e-05,0.00876958
475,89.1013,2.24703,0.00697655,4.16957e-06,-3.62396e-05,0.00952206
476,89.3286,2.2525,0.00702255,-5.85895e-06,3.96967e-05,0.0100869
477,89.4817,2.2562,0.00700142,-2.13053e-06,2.38419e-07,0.0108737
478,89.7114,2.2622,0.00699387,-9.58738e-06,0.000103593,0.0114042
479,89.8904,2.26699,0.00693428,-2.66316e-06,-0.000157118,0.01087
480,90.0851,2.2722,0.00694138,-6.39159e-06,0.000116348,0.0109818
481,90.2821,2.27726,0.00698692,-6.92422e-06,-1.7643e-05,0.0111825
482,90.4757,2.28248,0.00697647,-3.19579e-06,-4.85182e-05,0.0113472
483,90.9203,2.29418,0.00699013,5.85418e-06,-0.000140071,0.0126543
484,91.1497,2.30066,0.00703239,8.74476e-06,3.33786e-06,0.0115396
485,91.3459,2.30621,0.00702385,9.14935e-06,-1.49012e-05,0.0100132
486,91.4889,2.30971,0.00700172,-5.32632e-06,5.43594e-05,0.0105505
487,91.6613,2.31427,0.00691429,6.01737e-06,-5.75781e-05,0.0102035
488,91.8545,2.31902,0.00696899,6.07997e-10,9.799e-05,0.0104432
489,92.0086,2.32305,0.00700981,7.94457e-06,4.45843e-05,0.00975497
490,92.1787,2.32708,0.00700996,2.1606e-06,-2.39611e-05,0.0101483
491,92.3674,2.33172,0.00694611,1.02054e-05,0.000180483,0.0109869
492,92.5391,2.33612,0.00698753,4.30922e-06,-2.82526e-05,0.0106573
493,92.7,2.34024,0.00701233,-6.39159e-06,0.0001266,0.0104931
494,92.9099,2.34559,0.00699524,4.14093e-06,7.20024e-05,0.011004
495,93.1422,2.35147,0.00690735,-5.85895e-06,9.59635e-05,0.0106717
496,93.3161,2.35587,0.00702194,-5.32632e-07,-0.000130534,0.011003
497,93.487,2.36074,0.00694817,1.37128e-05,5.22137e-05,0.00981647
498,93.6848,2.36565,0.0069323,-6.39159e-06,7.49826e-05,0.00979528
499,93.8275,2.36905,0.00697861,2.11344e-06,-1.65701e-05,0.00988972
500,93.9823,2.37267,0.00698601,-5.32632e-07,-0.000112414,0.0101338
501,94.1603,2.37652,0.00699295,-7.45685e-06,7.06911e-05,0.0112649
502,94.2881,2.37981,0.00700165,5.76722e-06,6.99758e-05,0.0109423
503,94.4839,2.38508,0.00698196,-3.19579e-06,-1.5974e-05,0.0105785
504,94.6514,2.38922,0.00701439,5.81579e-06,-5.96046e-07,0.0107858
505,94.8636,2.39478,0.00702095,-9.05475e-06,1.90735e-05,0.0109425
506,95.0234,2.39867,0.00701698,1.87525e-06,-0.000142217,0.0115001
507,95.2533,2.40448,0.0069722,-2.66316e-06,4.48227e-05,0.012246
508,95.4536,2.41015,0.00697174,2.80049e-06,-7.18832e-05,0.0115494
509,95.638,2.41492,0.00707024,-3.72843e-06,0.000119567,0.0120414
510,95.8379,2.42028,0.00701134,1.58675e-06,-1.70469e-05,0.012076
511,96.0313,2.42551,0.00701263,-4.26106e-06,-1.96695e-05,0.0119697
512,96.1977,2.42994,0.00690674,1.04985e-05,5.73397e-05,0.0129156
513,96.3599,2.43445,0.00705437,1.91577e-06,-0.000118256,0.0130473
514,96.5402,2.43958,0.00691467,-2.66316e-06,4.14848e-05,0.0132368
515,96.6763,2.44333,0.00693695,2.66241e-06,-5.96046e-07,0.0136873
516,96.884,2.44917,0.00699059,-7.98948e-06,7.236e-05,0.0141233
517,97.0397,2.45362,0.00701973,5.64832e-07,4.41074e-06,0.0146663
518,97.2402,2.45939,0.00699005,-1.27832e-05,5.36442e-06,0.0149702
519,97.4741,2.46621,0.00705681,-5.85895e-06,0.000103354,0.0155254
520,97.6296,2.47102,0.00694084,9.51335e-06,-0.000111341,0.0153075
521,97.8027,2.47613,0.00700088,-2.66316e-06,2.46763e-05,0.0161213
522,97.985,2.48219,0.00696426,-9.58738e-06,4.93526e-05,0.0155259
523,98.1231,2.48634,0.00700684,1.08001e-05,6.07967e-05,0.0154568
524,98.3101,2.49192,0.00703567,-5.85895e-06,3.89814e-05,0.0156023
525,98.5156,2.49826,0.00700043,-4.26106e-06,7.80821e-05,0.0153027
526,98.6815,2.50307,0.00694748,3.7611e-06,-0.000157118,0.0159529
527,98.8974,2.51004,0.00699188,5.88964e-06,0.000136018,0.0147657
528,99.0509,2.51419,0.00690605,1.19848e-05,6.10352e-05,0.0160585
529,99.2825,2.52114,0.00703232,-1.5979e-06,3.5882e-05,0.0168129
530,99.4602,2.52668,0.00691322,-1.06526e-06,6.73532e-05,0.017127
531,99.6299,2.53211,0.0070079,8.05963e-06,4.3869e-05,0.0171651
532,99.7915,2.53715,0.00698608,1.2018e-05,6.60419e-05,0.017566
533,100.016,2.54468,0.00697693,-2.13053e-06,5.34058e-05,0.0172385
534,100.179,2.54973,0.00699226,-3.19579e-06,4.76837e-07,0.0175459
535,100.347,2.55496,0.00697968,-1.5979e-06,4.05312e-05,0.0178414
536,100.637,2.56442,0.0070211,-3.19579e-06,0.000154376,0.0175426
537,100.777,2.56894,0.00699493,8.7642e-06,-5.32866e-05,0.0178334
538,101.008,2.57664,0.00695991,1.29043e-05,0.000156164,0.0180101
539,101.193,2.58313,0.00693771,-1.11853e-05,-4.26769e-05,0.0174002
540,101.385,2.58902,0.00697258,-7.45685e-06,0.000157952,0.0182953
541,101.65,2.598,0.00699234,3.76302e-06,-0.000108719,0.0170239
542,101.82,2.60332,0.00701614,-1.06526e-06,-4.85182e-05,0.0177015
543,102.038,2.61051,0.00701141,-9.05475e-06,-3.40939e-05,0.0174327
544,102.191,2.61561,0.00698585,8.83575e-06,1.40667e-05,0.0168119
545,102.439,2.62324,0.00703941,-2.66316e-06,9.04798e-05,0.0171323
546,102.617,2.62895,0.00697067,-6.39159e-06,-4.57764e-05,0.0166042
547,102.773,2.63383,0.00695915,2.38992e-06,2.09808e-05,0.0162953
548,102.968,2.64021,0.00695274,-7.98948e-06,-1.12057e-05,0.0155781
549,103.182,2.64656,0.0069738,-3.19579e-06,-0.000152946,0.0154969
550,103.347,2.65105,0.00703346,1.88366e-06,4.17232e-05,0.0169572
551,103.608,2.65922,0.00698288,6.10134e-06,-0.00010395,0.0172804
552,103.794,2.66535,0.00696297,5.98593e-07,-2.02656e-05,0.017071
553,104.039,2.67307,0.00691765,4.02654e-07,3.57628e-05,0.0179366
554,104.22,2.67906,0.00701118,-6.39159e-06,5.126e-05,0.0179291
555,104.361,2.68365,0.00705421,1.47049e-06,8.46386e-06,0.0186861
556,104.714,2.69534,0.00701744,-4.79369e-06,5.48363e-06,0.0184086
557,104.87,2.70061,0.00699814,-5.32632e-07,-8.89301e-05,0.0182419
558,105.136,2.70952,0.0069664,-5.32632e-07,5.79357e-05,0.018337
559,105.29,2.71441,0.00701935,-3.19579e-06,-8.63075e-05,0.0188575
560,105.537,2.72246,0.00695061,1.16097e-05,-4.26769e-05,0.0190842
561,105.819,2.73199,0.00697647,-8.52211e-06,1.39475e-05,0.019365
562,105.959,2.73654,0.00704811,3.28748e-06,4.58956e-05,0.0200566
563,106.183,2.74421,0.00699974,6.59634e-06,7.55787e-05,0.0202001
564,106.381,2.75128,0.00699814,-4.26106e-06,0.000128746,0.0194818
565,106.635,2.76017,0.00697845,-5.32632e-07,0.000170469,0.0197712
566,106.755,2.76423,0.0069722,8.24194e-06,-0.000104904,0.0205237
567,107.014,2.77303,0.00699448,-2.66316e-06,0.000175714,0.0217811
568,107.184,2.77932,0.00695358,-4.79369e-06,-7.09295e-05,0.0218232
569,107.411,2.78795,0.00701683,4.36759e-07,-0.000147581,0.0207837
570,107.632,2.79602,0.00703049,4.53261e-06,0.000138998,0.0207133
571,107.824,2.80253,0.006968,-2.66316e-06,-4.57764e-05,0.0208798
572,108.072,2.81145,0.00698822,-1.33158e-05,-4.51803e-05,0.0199014
573,108.197,2.81537,0.00697319,5.04995e-06,1.94311e-05,0.020993
574,108.366,2.82164,0.00697556,6.39e-06,6.3777e-05,0.0201694
575,108.62,2.83064,0.00699196,-7.45685e-06,-1.54972e-05,0.0208547
576,108.762,2.83561,0.00696526,1.80388e-06,5.93662e-05,0.0217127
577,109.025,2.84518,0.00705063,-3.19579e-06,-0.000110745,0.0219021
578,109.197,2.85193,0.00694061,2.23472e-07,3.40939e-05,0.0208694
579,109.458,2.86137,0.00691345,5.88403e-06,9.13143e-05,0.0205853
580,109.607,2.86707,0.00698341,2.93431e-06,3.01599e-05,0.0196704
581,109.817,2.87422,0.00693184,7.52158e-06,-6.34193e-05,0.020081
582,110.054,2.88308,0.00695412,1.9163e-05,7.61747e-05,0.0185316
583,110.541,2.89929,0.00699997,2.1465e-05,-7.61747e-05,0.0186568
584,110.793,2.90786,0.00706039,1.04349e-05,-9.58443e-05,0.0184763
585,111.06,2.91633,0.00697861,-9.58738e-06,-4.95911e-05,0.0195341
586,111.257,2.92316,0.00704796,7.08944e-06,2.47955e-05,0.0195855
587,111.419,2.92851,0.00692787,5.97716e-06,-1.01328e-05,0.0200585
588,111.661,2.93687,0.0069738,-6.39159e-06,-2.13385e-05,0.0193549
589,111.836,2.94288,0.00697708,4.72594e-06,-3.62396e-05,0.0192669
590,112.054,2.95007,0.00703041,3.5516e-06,5.84125e-05,0.0201146
591,112.187,2.95492,0.00697906,-2.13053e-06,-2.02656e-05,0.0197845
592,112.382,2.96197,0.00703583,5.94958e-06,3.11136e-05,0.0195734
593,112.58,2.96855,0.00692131,1.2454e-05,-4.63724e-05,0.0195499
594,112.734,2.97408,0.00697556,1.7687e-06,0.000130296,0.0189593
595,113.004,2.98363,0.00697639,1.18732e-06,4.76837e-06,0.0183846
596,113.184,2.98949,0.00702454,-2.66316e-06,1.5974e-05,0.018954
597,113.409,2.99725,0.00693642,-1.012e-05,2.74181e-06,0.0195589
598,113.659,3.00577,0.00704445,8.45286e-07,-1.66893e-06,0.0199322
599,113.864,3.01311,0.00697472,-5.32632e-06,-1.5974e-05,0.0189376
600,114.18,3.02375,0.00703339,8.52029e-06,5.98431e-05,0.0190802
601,114.312,3.02832,0.00694504,7.18672e-06,-8.57115e-05,0.0190976
602,114.606,3.03879,0.00694237,-1.5979e-06,-9.65595e-06,0.0183399
603,114.755,3.04396,0.00697685,2.83531e-06,-0.000154495,0.0177219
604,115.139,3.05633,0.00697838,-1.49137e-05,-6.23465e-05,0.0182423
605,115.295,3.06161,0.00696213,5.30435e-06,3.85046e-05,0.017839
606,115.662,3.07351,0.00707718,2.05717e-06,-0.000110745,0.0182834
607,115.818,3.07814,0.00695137,2.8341e-06,-2.77758e-05,0.0196113
608,116.138,3.08951,0.0069532,4.74294e-06,-4.29153e-06,0.0184205
609,116.279,3.09448,0.00693489,5.25446e-06,-1.87159e-05,0.0174209
610,116.597,3.1044,0.00693939,3.00783e-06,6.05583e-05,0.0180054
611,116.709,3.10789,0.00699898,-5.32632e-07,-4.26769e-05,0.0184617
612,116.855,3.11282,0.00701874,1.8623e-05,0.000132799,0.018661
613,117.153,3.12224,0.00691521,-1.012e-05,-0.000111341,0.0206551
614,117.311,3.1278,0.00691208,6.09669e-06,9.76324e-05,0.0208751
615,117.631,3.13921,0.00704826,-4.79369e-06,0.000105381,0.0209811
616,117.771,3.14409,0.00691376,-3.19579e-06,-0.000118256,0.021647
617,118.016,3.15348,0.00697853,-2.66316e-06,-3.21865e-06,0.0202091
618,118.273,3.16224,0.00701584,-5.85895e-06,-3.83854e-05,0.021006
619,118.572,3.17252,0.00703255,4.40333e-06,0.000132799,0.0216853
620,118.695,3.177,0.00701126,-2.66316e-06,-4.20809e-05,0.0217021
621,118.911,3.18453,0.00699944,-1.17179e-05,2.2769e-05,0.0223017
622,119.123,3.19215,0.00692154,1.04929e-05,-5.54323e-05,0.0230802
623,119.302,3.19907,0.00701027,-3.19579e-06,-5.28097e-05,0.0222916
624,119.562,3.20851,0.00697227,-1.06526e-06,-9.32217e-05,0.0224475
625,119.671,3.21232,0.00703606,-7.45685e-06,6.8903e-05,0.0229976
626,119.84,3.21841,0.00698402,-3.72843e-06,9.07183e-05,0.0242514
627,120.096,3.22867,0.00690689,7.09726e-06,2.11e-05,0.0236345
628,120.234,3.23411,0.00702789,1.21323e-07,-4.29153e-06,0.0233953
629,120.408,3.24092,0.00701927,2.03673e-05,-7.29561e-05,0.0228859
630,120.647,3.24955,0.00699753,3.00222e-06,2.36034e-05,0.0240636
631,120.83,3.25652,0.00703232,1.59274e-05,1.29938e-05,0.0243488
632,121.129,3.26849,0.00701477,-3.72843e-06,7.06911e-05,0.0240262
633,121.262,3.27393,0.00701668,-4.79369e-06,2.58684e-05,0.0234795
634,121.649,3.28913,0.00705856,4.49825e-06,9.93013e-05,0.0222538
635,121.796,3.29451,0.00692741,-1.012e-05,-6.44922e-05,0.0225768
636,122.161,3.30834,0.00704033,1.07275e-06,7.22408e-05,0.0228103
637,122.31,3.31401,0.00694702,3.97486e-06,-2.563e-05,0.0221358
638,122.584,3.32402,0.00697891,-9.58738e-06,-9.0003e-05,0.0225013
639,122.724,3.32925,0.00700432,-3.19579e-06,5.68628e-05,0.0223897
640,122.975,3.33872,0.00699089,4.16974e-06,-6.55651e-05,0.0223914
641,123.137,3.34488,0.00704506,6.82786e-07,7.53403e-05,0.0222246
642,123.268,3.34984,0.00694405,-2.13053e-06,-4.68492e-05,0.0221308
643,123.391,3.35455,0.00696587,-2.13053e-06,-2.14577e-06,0.0217842
644,123.673,3.36472,0.00701721,-2.66316e-06,-5.75781e-05,0.0225004
645,123.827,3.37084,0.00697212,5.03474e-06,6.31809e-06,0.0214393
646,124.126,3.38175,0.00702713,1.67751e-05,3.62396e-05,0.0213135
647,124.341,3.38948,0.00696266,-1.06526e-06,7.29561e-05,0.0216879
648,124.673,3.40196,0.00700211,-1.54463e-05,7.08103e-05,0.0210762
649,124.871,3.40909,0.00696213,7.57671e-06,0.000124454,0.0209088
650,125.131,3.41794,0.00697212,-5.32632e-06,-1.65701e-05,0.022033
651,125.297,3.42413,0.00692093,2.17178e-07,-4.31538e-05,0.0218751
652,125.629,3.43646,0.00701042,6.82738e-06,2.74181e-05,0.0212373
653,125.818,3.44337,0.00707069,7.17963e-06,8.04663e-05,0.0209245
654,126.113,3.45409,0.00688667,8.3989e-06,1.8239e-05,0.0206477
655,126.297,3.46039,0.00706787,7.83311e-06,-8.63075e-05,0.0209586
656,126.566,3.46952,0.00699669,-7.98948e-06,1.33514e-05,0.0220323
657,126.741,3.47622,0.00697418,1.82001e-08,1.16825e-05,0.0218401
658,126.926,3.4828,0.00696503,6.93763e-06,-8.58307e-06,0.0224345
659,127.179,3.49201,0.00694336,2.18551e-05,-0.000129461,0.0223585
660,127.5,3.50368,0.00695023,1.08558e-05,-1.18017e-05,0.0236266
661,127.727,3.51242,0.00704277,-3.72843e-06,4.27961e-05,0.023764
662,127.829,3.51625,0.00697792,4.37193e-07,7.15256e-06,0.0239037
663,128.164,3.52934,0.00694504,-8.52211e-06,-3.62396e-05,0.0238388
664,128.361,3.53705,0.00697571,4.80613e-06,-7.29561e-05,0.0240287
665,128.602,3.54632,0.0069902,6.61661e-07,3.12328e-05,0.0249452
666,128.748,3.55194,0.00695793,-1.33158e-05,-1.66893e-06,0.0252198
667,129.044,3.56379,0.00697754,2.4629e-06,7.34329e-05,0.0244335
668,129.198,3.56988,0.00692398,1.18827e-05,-5.96046e-07,0.0239109
669,129.335,3.57552,0.0069902,4.66412e-06,9.50098e-05,0.023193
670,129.606,3.58576,0.00696327,1.5722e-05,-1.96695e-05,0.0234976
671,129.695,3.58906,0.00695015,-3.19579e-06,-8.2612e-05,0.0238653
672,130.018,3.60202,0.00701851,9.99227e-06,-3.08752e-05,0.0222418
673,130.224,3.60955,0.0069854,-8.52212e-06,3.46899e-05,0.0225016
674,130.456,3.61837,0.00703346,7.75599e-06,-0.000180006,0.0221075
675,130.695,3.62693,0.00707626,8.47081e-06,0.000207305,0.0232146
676,130.877,3.63376,0.00690193,2.76284e-05,-9.05991e-05,0.0232728
677,131.153,3.64432,0.00699036,2.23412e-05,-3.57628e-05,0.0240828
678,131.287,3.64989,0.00689842,-9.58738e-06,1.0848e-05,0.0226669
679,131.566,3.66045,0.00700745,-5.85895e-06,0.000129819,0.0228871
680,131.714,3.66581,0.00695641,1.89687e-06,-3.99351e-05,0.0234064
681,131.987,3.6764,0.0070343,3.77023e-06,-3.3021e-05,0.0225847
682,132.13,3.68165,0.00693191,-9.05475e-06,-3.8147e-06,0.0228534
683,132.468,3.6946,0.006996,-6.92422e-06,9.46522e-05,0.0237836
684,132.66,3.70193,0.00686722,2.13878e-05,-6.38962e-05,0.0236232
685,132.833,3.70838,0.00697082,-6.92422e-06,-3.34978e-05,0.0241498
686,133.082,3.71829,0.00695778,8.73065e-07,1.16825e-05,0.0239946
687,133.276,3.72591,0.00696426,-1.5979e-06,-0.000177383,0.024005
688,133.609,3.73866,0.00703896,5.43471e-06,0.000195384,0.0245521
689,133.735,3.7437,0.00690025,-6.39159e-06,-5.91278e-05,0.0248186
690,134.043,3.75612,0.00697601,-4.26106e-06,5.67436e-05,0.0251123
691,134.219,3.76294,0.00693726,-1.5979e-06,-8.2016e-05,0.0254432
692,134.573,3.77703,0.00701065,1.22346e-06,0.000154018,0.0265707
693,134.761,3.78482,0.00704613,-1.012e-05,6.74725e-05,0.0271395
694,135.003,3.79509,0.00697456,-7.45685e-06,7.92742e-05,0.0269145
695,135.148,3.80115,0.00688004,1.57956e-05,-4.68492e-05,0.0262561
696,135.468,3.81428,0.00700233,1.2533e-05,5.55515e-05,0.0259403
697,135.625,3.82095,0.00696037,-7.45685e-06,-4.26769e-05,0.0253476
698,135.881,3.83151,0.0071019,7.99656e-06,5.6386e-05,0.0248786
699,136.099,3.84007,0.00694832,8.87444e-06,8.70228e-06,0.0256799
700,136.283,3.84738,0.00691185,5.99246e-06,5.23329e-05,0.0258006
701,136.613,3.86093,0.00694199,-2.13053e-06,-7.35521e-05,0.0245755
702,136.809,3.86817,0.0069738,1.35505e-06,-2.74181e-06,0.025903
703,137.109,3.88026,0.00699524,-4.79369e-06,4.05312e-06,0.0270204
704,137.305,3.88865,0.00696663,2.51612e-05,7.98702e-06,0.0262902
705,137.542,3.89831,0.00695114,-5.32632e-06,-0.000158787,0.0265539
706,137.718,3.90524,0.00693985,2.08483e-06,0.000107527,0.0270883
707,137.989,3.91688,0.00692177,1.90766e-05,5.22137e-05,0.0261812
