Frame, x, y, z, roll, pitch, yaw
50,4.28331,0.0609112,0.00704979,-4.26106e-06,-8.84533e-05,0.000461252
51,4.44361,0.0635924,0.00690254,1.23638e-05,-0.000120878,-0.000216072
52,4.58903,0.0653186,0.00703415,3.64242e-07,4.18425e-05,0.00107805
53,4.76306,0.0682702,0.00700752,1.38375e-05,-2.45571e-05,0.000590126
54,4.90207,0.0707307,0.00691017,-4.26106e-06,3.60012e-05,-8.69585e-06
55,5.0582,0.0731668,0.0069577,8.05937e-06,7.39098e-06,-0.00026448
56,5.24438,0.0758114,0.00705429,-2.66316e-06,-6.60419e-05,-0.000721334
57,5.41455,0.078187,0.00697388,4.66277e-06,-4.51803e-05,-0.00012092
58,5.54755,0.0799069,0.00703377,-2.66316e-06,-7.93934e-05,0.000543908
59,5.69317,0.0819778,0.00698677,0,8.9407e-06,0.00068207
60,5.81808,0.0839906,0.0068959,4.32715e-06,-7.56979e-05,0.000935969
61,6.02679,0.0872884,0.00702301,-4.26106e-06,7.05719e-05,0.00103165
62,6.12675,0.0885534,0.0070002,1.984e-06,-2.14577e-06,0.00171551
63,6.31304,0.0914254,0.0069664,-2.66316e-06,5.72205e-06,0.00272433
64,6.46353,0.0939527,0.00695038,5.80168e-06,-9.48906e-05,0.00286283
65,6.5911,0.0960565,0.00696663,-6.39159e-06,0.000140786,0.00297808
66,6.76585,0.0992827,0.00694725,-2.13053e-06,-0.000102878,0.00242509
67,6.94122,0.102525,0.00695602,1.26179e-05,-5.96046e-07,0.00177753
68,7.07152,0.104689,0.0070134,5.69674e-06,-5.36442e-06,0.00164297
69,7.23927,0.107701,0.00695892,3.53839e-06,-3.34978e-05,0.000996294
70,7.36721,0.109591,0.00695579,-2.66316e-06,-0.000138521,0.0013104
71,7.50892,0.112016,0.00699814,3.15243e-06,6.59227e-05,0.000861025
72,7.70216,0.115127,0.00694939,1.71848e-06,5.80549e-05,0.000876873
73,7.86916,0.117684,0.00699898,-1.5979e-05,-7.09295e-05,0.0013448
74,8.01202,0.119936,0.00690575,-1.5979e-06,-6.92606e-05,0.00182735
75,8.16204,0.12243,0.00696594,4.71547e-06,-2.74181e-06,0.00125502
76,8.35854,0.125887,0.00697205,-1.17179e-05,6.90222e-05,0.000258514
77,8.61266,0.129852,0.00700142,2.58653e-06,2.6226e-05,-0.000478195
78,8.71149,0.131364,0.00694756,-1.06526e-05,-7.12872e-05,-0.000653896
79,8.90924,0.134197,0.00694061,1.18437e-05,9.52482e-05,-0.000667955
80,9.08215,0.136611,0.00701836,-5.32632e-07,7.15256e-05,-0.000234647
81,9.26256,0.139134,0.00696594,-2.13053e-05,-0.000120878,-0.000249444
82,9.42286,0.141449,0.0070385,8.99182e-06,4.04119e-05,-0.000489246
83,9.56725,0.143512,0.00693138,4.58381e-06,3.23057e-05,-0.000451543
84,9.73949,0.145795,0.00695602,-4.79369e-06,6.8903e-05,-0.000278575
85,9.87878,0.147772,0.00697594,5.31688e-06,-3.77893e-05,-0.000373692
86,10.0145,0.149408,0.00701805,-5.32632e-07,-9.05991e-06,0.000687479
87,10.1778,0.151803,0.00704445,7.61504e-06,-5.22137e-05,0.000742138
88,10.3606,0.154936,0.00698463,-5.68434e-14,0.000104785,-0.000436578
89,10.5466,0.157675,0.0069474,-1.49137e-05,9.34601e-05,-0.000197267
90,10.7302,0.160139,0.00693939,-2.66316e-06,7.11679e-05,0.000497402
91,10.8597,0.161862,0.00699745,5.23636e-07,-4.20809e-05,0.00074148
92,11.0276,0.164116,0.00700043,-4.79369e-06,0.000117183,0.00219243
93,11.1894,0.166873,0.00691536,-4.79369e-06,-3.19481e-05,0.00226066
94,11.341,0.169469,0.00695244,-5.85895e-06,-1.91927e-05,0.00277092
95,11.5257,0.172815,0.00699898,8.19216e-06,-8.2612e-05,0.00264222
96,11.6591,0.175233,0.00687386,-1.06526e-05,-5.28097e-05,0.00264581
97,11.8267,0.17849,0.00701569,-9.05475e-06,6.65188e-05,0.00186253
98,11.9667,0.180904,0.00694542,4.03079e-06,3.57628e-07,0.0015443
99,12.1073,0.183064,0.007005,1.18569e-06,-1.33514e-05,0.00205719
100,12.2995,0.186382,0.00695732,1.88738e-05,-5.11408e-05,0.00134149
101,12.4872,0.189652,0.00692207,6.4123e-06,3.85046e-05,0.00110184
102,12.6587,0.192712,0.00701317,8.48697e-06,-6.23465e-05,0.000817156
103,12.8242,0.195379,0.00690079,-7.45685e-06,4.04119e-05,0.000465277
104,12.9658,0.197709,0.00695908,7.92775e-06,-0.000119328,0.000311009
105,13.1317,0.200082,0.00697731,2.51449e-07,-2.14577e-06,0.00091199
106,13.2915,0.202233,0.00693932,-5.32632e-06,5.20945e-05,0.00167901
107,13.4799,0.205131,0.00703445,-1.86421e-05,9.36985e-05,0.00166521
108,13.6032,0.207201,0.00691704,7.38857e-06,-4.8995e-05,0.00192401
109,13.7823,0.210578,0.00699593,1.60992e-05,3.20673e-05,0.00106097
110,13.9262,0.212558,0.00696213,-5.32632e-07,-2.93255e-05,0.00201118
111,14.0903,0.215702,0.00704346,-6.92422e-06,-4.48227e-05,0.00142817
112,14.2366,0.218045,0.00699051,-4.26106e-06,1.56164e-05,0.00153378
113,14.4173,0.220966,0.00696045,4.84159e-06,5.84125e-05,0.00172583
114,14.6438,0.224867,0.0069677,-1.54463e-05,-0.000232816,0.00150323
115,14.8951,0.228936,0.00697556,7.27519e-06,1.13249e-05,0.00255558
116,15.0873,0.232614,0.00703735,1.0275e-06,1.40667e-05,0.00167194
117,15.2827,0.235787,0.00697937,-6.92422e-06,-1.65701e-05,0.00223665
118,15.4532,0.238458,0.00707191,7.33126e-07,-5.84126e-06,0.00253725
119,15.6432,0.241852,0.0069104,5.00741e-07,-5.6982e-05,0.0020413
120,15.855,0.245512,0.00700302,-3.72843e-06,-0.000180006,0.00237836
121,16.0116,0.248429,0.00697006,5.01495e-06,9.07183e-05,0.00186041
122,16.1859,0.251494,0.00704964,3.8776e-06,3.19481e-05,0.00176962
123,16.3578,0.254627,0.00694153,-7.45685e-06,-7.12872e-05,0.00167669
124,16.5747,0.257953,0.00695702,-1.86421e-05,2.99215e-05,0.00316075
125,16.782,0.261438,0.00697098,1.10776e-06,2.3365e-05,0.00431681
126,16.9706,0.264944,0.0069725,1.6184e-05,1.8239e-05,0.00417785
127,17.1487,0.268212,0.0069986,-2.50337e-05,6.07967e-05,0.0051714
128,17.3721,0.272009,0.00698753,-7.98948e-06,7.84397e-05,0.00660435
129,17.5536,0.275889,0.0070369,1.11362e-06,-4.48227e-05,0.0070967
130,17.7534,0.280387,0.00695808,5.27304e-07,2.90871e-05,0.00697224
131,17.9709,0.285356,0.00696045,6.96448e-06,2.93255e-05,0.00680448
132,18.1603,0.289483,0.0069603,-2.13053e-06,-2.563e-05,0.00713102
133,18.3514,0.293838,0.00704369,3.98787e-07,4.673e-05,0.00662065
134,18.5279,0.297482,0.00703987,-1.06526e-05,-0.000104427,0.00731488
135,18.7651,0.302166,0.00702805,-2.66316e-06,0.000125408,0.0087567
136,19.0071,0.307653,0.0070047,-1.012e-05,6.67572e-05,0.00924331
137,19.1983,0.312365,0.00698257,2.62872e-06,-4.8995e-05,0.00913818
138,19.4906,0.319472,0.00696632,-6.92422e-06,-0.000111341,0.00815342
139,19.5915,0.321805,0.0069841,3.16412e-06,-9.38177e-05,0.00812182
140,19.8142,0.326638,0.00704231,-3.19579e-06,8.05855e-05,0.00862398
141,20.0043,0.331488,0.00704712,7.64815e-06,-7.39098e-06,0.00796881
142,20.1749,0.335424,0.00696152,-1.06526e-06,1.71661e-05,0.00725001
143,20.3461,0.338849,0.00698555,-3.72843e-06,3.77893e-05,0.00819623
144,20.4998,0.342694,0.00698235,1.32708e-06,6.4373e-06,0.00810013
145,20.6892,0.34725,0.00696671,1.15496e-05,4.35114e-05,0.00733509
146,20.8745,0.351295,0.00702049,3.82851e-06,-2.14577e-06,0.00642613
147,21.1056,0.356271,0.00700439,2.86997e-06,-4.57764e-05,0.00598181
148,21.2878,0.359829,0.00702736,-1.5979e-05,0.000130534,0.00672204
149,21.4733,0.364263,0.00697395,8.32683e-06,-9.10759e-05,0.00604085
150,21.6762,0.368243,0.00699715,-4.26106e-06,9.32217e-05,0.00658084
151,21.8501,0.371983,0.00703468,-1.06526e-06,6.53267e-05,0.00621277
152,21.9937,0.375242,0.00694984,-1.06526e-05,-8.58307e-06,0.00570481
153,22.1846,0.379076,0.00699478,-1.06526e-06,-3.8147e-06,0.00606745
154,22.363,0.382141,0.00694351,2.10682e-07,8.82149e-06,0.00748532
155,22.5434,0.386073,0.00704819,7.72851e-06,0.000116467,0.00782756
156,22.7598,0.390913,0.00703407,-9.58738e-06,-8.2016e-05,0.0082254
157,22.9526,0.395469,0.00703163,3.40536e-06,1.00136e-05,0.00807186
158,23.2216,0.401593,0.00704811,2.56857e-06,-7.61747e-05,0.0086381
159,23.4132,0.406067,0.00696381,-2.66316e-06,9.67979e-05,0.00878405
160,23.6057,0.410809,0.00693573,8.64916e-07,-9.58443e-05,0.00894983
161,23.7615,0.414551,0.00694969,1.30759e-05,0.000146031,0.00833942
162,23.9191,0.418479,0.00703697,4.13935e-07,5.16176e-05,0.0076188
163,24.0596,0.421526,0.0070504,7.35892e-06,3.46899e-05,0.008605
164,24.2686,0.42615,0.00698418,8.3419e-06,8.10623e-05,0.00977183
165,24.4652,0.431061,0.00695206,1.45827e-06,-3.03984e-05,0.00982968
166,24.6371,0.435732,0.00706734,3.0729e-06,1.03712e-05,0.00892807
167,24.901,0.441576,0.00701759,-2.66316e-06,9.72748e-05,0.00927984
168,25.0424,0.445048,0.00692947,-5.32632e-07,-3.88622e-05,0.00950118
169,25.3032,0.451247,0.00699593,-4.79369e-06,-3.3021e-05,0.00949051
170,25.4581,0.455005,0.00703056,8.46791e-08,1.37091e-05,0.0095499
171,25.6874,0.460716,0.00696381,1.8273e-06,-2.07424e-05,0.00938322
172,25.8544,0.464683,0.00696144,6.08151e-06,-0.000123501,0.00948004
173,26.0708,0.470166,0.00700119,-6.39159e-06,1.66893e-06,0.00866802
174,26.2574,0.47488,0.00696281,-3.19579e-06,-5.84126e-06,0.00847513
175,26.4521,0.479783,0.00696556,1.53213e-05,3.25441e-05,0.00794443
176,26.6457,0.484571,0.00692085,-5.85895e-06,5.96046e-06,0.00647161
177,26.8462,0.488685,0.0070874,7.63762e-06,-2.24113e-05,0.00713752
178,27.0139,0.492329,0.00697227,-2.13053e-06,3.99351e-05,0.00742926
179,27.2884,0.498827,0.00693245,-5.32632e-07,1.71661e-05,0.00687774
180,27.4557,0.502523,0.00697166,-3.72843e-06,-7.67708e-05,0.0070934
181,27.6879,0.507594,0.00702202,-1.17179e-05,8.28505e-05,0.00806044
182,27.847,0.511056,0.00702507,1.1569e-05,2.75373e-05,0.00817186
183,28.0319,0.514935,0.0070224,7.90525e-06,1.46627e-05,0.00897267
184,28.2187,0.51966,0.00700104,-2.66316e-06,-3.62396e-05,0.00856914
185,28.4052,0.524406,0.00704613,2.10324e-06,7.99894e-05,0.00775082
186,28.593,0.528533,0.00703018,4.2299e-06,-1.96695e-05,0.00792013
187,28.8506,0.534442,0.00697006,9.0573e-06,-3.57628e-05,0.00809662
188,29.0387,0.538262,0.00693329,-1.70442e-05,-5.96046e-05,0.00916479
189,29.3277,0.545242,0.007033,-9.05475e-06,4.29153e-05,0.00930696
190,29.5332,0.549804,0.00692947,-5.85895e-06,5.09024e-05,0.0100694
191,29.7151,0.554442,0.00692741,-1.38484e-05,4.82798e-05,0.0097886
192,29.8681,0.558292,0.00702736,-1.38484e-05,3.93391e-06,0.009156
193,30.0803,0.563471,0.0070256,-1.5979e-06,3.6478e-05,0.00871093
194,30.3237,0.568903,0.00700386,-2.13053e-06,8.09431e-05,0.00979519
195,30.5289,0.573884,0.00696098,1.80304e-05,-6.60419e-05,0.0100494
196,30.8039,0.580918,0.00699982,-3.72843e-06,-4.68492e-05,0.00923422
197,30.97,0.585154,0.00703995,0,0.000172973,0.00893005
198,31.2223,0.59113,0.00698914,-2.13053e-06,-3.14713e-05,0.00943578
199,31.474,0.597143,0.00702965,7.10769e-06,7.86781e-06,0.00951503
200,31.6812,0.601882,0.00702576,2.62214e-06,0.000104666,0.0103174
201,31.864,0.606553,0.00695229,7.31549e-06,-6.92606e-05,0.0102076
202,32.0667,0.611649,0.00692154,7.28118e-06,1.81198e-05,0.0100767
203,32.2914,0.617443,0.00703529,1.93507e-06,-9.05991e-06,0.00920271
204,32.455,0.621467,0.00694626,8.37894e-06,8.64267e-05,0.00924767
205,32.6784,0.626213,0.00699669,-5.32632e-06,1.90735e-05,0.0109685
206,32.8732,0.631058,0.00696541,-8.52212e-06,-6.12736e-05,0.011446
207,33.0563,0.635737,0.00696999,9.03987e-06,-0.000135303,0.012153
208,33.284,0.641702,0.00703987,6.46257e-07,0.000133991,0.0131762
209,33.5163,0.647969,0.00696548,-3.19579e-06,9.65595e-05,0.0141286
210,33.7473,0.654553,0.00702927,1.16827e-05,-6.07967e-05,0.0146035
211,33.9531,0.660684,0.00703125,-5.32632e-07,-0.000168324,0.0140662
212,34.1915,0.667507,0.00702461,-6.92422e-06,7.43866e-05,0.0142022
213,34.4337,0.674095,0.00697418,4.06314e-06,-8.58307e-06,0.0153229
214,34.6202,0.679836,0.00702957,-6.39159e-06,-0.000104427,0.0149885
215,34.8335,0.68591,0.00705162,1.0168e-06,2.99215e-05,0.0153379
216,35.0488,0.692507,0.00702705,-6.92422e-06,-3.68357e-05,0.0150987
217,35.2495,0.698236,0.006959,-1.38484e-05,-3.14713e-05,0.015946
218,35.4494,0.704064,0.00708305,-1.06526e-06,8.2612e-05,0.0166981
219,35.9226,0.718935,0.00694923,-4.26106e-06,8.40425e-05,0.0176191
220,36.1966,0.727274,0.00696136,0,5.126e-06,0.0194592
221,36.4227,0.7349,0.00696968,5.70173e-07,-0.000147581,0.0197622
222,36.6797,0.743756,0.00710449,1.51659e-06,7.78437e-05,0.0199027
223,36.9405,0.752659,0.0069249,-1.5979e-06,-1.01328e-05,0.0207201
224,37.1553,0.760273,0.00703606,1.12897e-05,4.78029e-05,0.0205001
225,37.4168,0.769379,0.00700859,7.92864e-06,5.05447e-05,0.0202918
226,37.5918,0.775842,0.00704346,1.78785e-05,-9.65595e-06,0.0192083
227,37.7908,0.782856,0.00704987,6.41714e-06,4.50611e-05,0.0184882
228,38.2059,0.796509,0.0069397,-1.22505e-05,-0.000111818,0.0174528
229,38.3999,0.802858,0.00701233,1.06979e-05,4.18425e-05,0.0173871
230,38.7288,0.813874,0.00694283,-1.06526e-05,-1.38283e-05,0.0176182
231,38.909,0.819753,0.00702759,-6.92422e-06,7.43866e-05,0.0175805
232,39.2267,0.830189,0.00699806,4.23378e-06,-2.82526e-05,0.0176452
233,39.5299,0.839812,0.00707779,1.45913e-05,0.000122666,0.0186779
234,39.6915,0.845803,0.00701584,1.62664e-06,4.87566e-05,0.0169785
235,39.9895,0.855077,0.00703056,7.4226e-06,-3.40939e-05,0.0175908
236,40.2379,0.863217,0.00698639,6.54371e-08,-7.24792e-05,0.0180103
237,40.5669,0.874135,0.00706001,-1.43811e-05,-7.67708e-05,0.0183944
238,40.7286,0.879256,0.00702415,-1.06526e-05,-7.67708e-05,0.019213
239,41.0364,0.889817,0.00704559,1.82833e-06,7.73668e-05,0.01889
240,41.2378,0.89636,0.00695168,-4.79369e-06,-3.03984e-05,0.0195085
241,41.4692,0.90428,0.00699158,8.81663e-07,6.54459e-05,0.0194741
242,41.686,0.911784,0.00704247,-2.13053e-06,-4.74453e-05,0.0185912
243,41.9536,0.920927,0.00699394,3.75911e-06,6.81877e-05,0.0186284
244,42.1554,0.927993,0.00700935,1.90287e-05,-0.000132084,0.0175513
245,42.4241,0.936653,0.00699532,-3.19579e-06,5.78165e-05,0.018257
246,42.6696,0.945065,0.00692924,7.87421e-06,-1.66893e-06,0.0177229
247,42.842,0.950694,0.0069313,-2.50337e-05,0.000112295,0.0178846
248,43.0519,0.957752,0.00703674,-2.66316e-06,6.12736e-05,0.0176197
249,43.2303,0.963556,0.00703674,-4.79369e-06,4.44651e-05,0.0170453
250,43.5118,0.972615,0.00694962,-2.13053e-06,-0.000218391,0.0177761
251,43.6901,0.978067,0.00702957,-8.52211e-06,2.72989e-05,0.018206
252,43.8678,0.984187,0.00696747,-1.06526e-06,0.00014627,0.0174213
253,44.128,0.992489,0.00695396,6.90367e-06,-0.000124693,0.0175127
254,44.284,0.997508,0.00695801,5.82753e-06,7.31945e-05,0.0178119
255,44.6105,1.0078,0.0070192,1.6867e-06,5.96046e-07,0.0183636
256,44.7772,1.01303,0.00696403,2.52979e-06,9.53674e-06,0.0188337
257,45.0161,1.02132,0.007062,2.17693e-06,0.00011003,0.0179078
258,45.1698,1.02659,0.00695251,-3.72843e-06,-0.000160933,0.0175213
259,45.431,1.03493,0.00696495,-5.32632e-07,2.94447e-05,0.0180726
260,45.654,1.04226,0.00697266,-1.33158e-05,2.01464e-05,0.0176511
261,45.837,1.04806,0.00700035,-8.52211e-06,-0.00019443,0.0188233
262,46.0927,1.05682,0.00705009,1.76208e-06,3.8743e-05,0.0179511
263,46.2586,1.06248,0.00698013,-9.05475e-06,2.09808e-05,0.0172338
264,46.5664,1.07221,0.00700935,-1.012e-05,-0.000101805,0.0177919
265,46.813,1.07996,0.00701744,-5.85895e-06,-1.07288e-05,0.0179904
266,47.0978,1.08929,0.00699158,-6.39159e-06,-6.60419e-05,0.0185758
267,47.2673,1.09499,0.0069355,7.25545e-06,-2.24113e-05,0.0182717
268,47.5509,1.10442,0.00707466,5.29078e-06,5.81741e-05,0.0185192
269,47.7105,1.10967,0.00695007,-5.85895e-06,-7.72476e-05,0.0188054
270,47.9483,1.11769,0.00705368,-9.05475e-06,0.000135899,0.0192199
271,48.1826,1.12562,0.00702744,2.88944e-06,-1.27554e-05,0.019872
272,48.409,1.13346,0.00694527,1.41633e-05,-4.79221e-05,0.0196432
273,48.6689,1.14228,0.00702202,3.62718e-06,-0.000113964,0.0196625
274,48.9088,1.15059,0.0070211,9.60169e-06,5.31673e-05,0.0196534
275,49.1396,1.15846,0.00697449,-3.19579e-06,6.06775e-05,0.0198709
276,49.3162,1.16488,0.00692162,7.05089e-06,-9.48906e-05,0.0195921
277,49.5872,1.1742,0.00702202,1.42051e-06,3.49283e-05,0.0197897
278,49.7254,1.17885,0.00699135,1.00287e-06,9.44138e-05,0.0203504
279,50.0131,1.18873,0.00700882,-4.26106e-06,-9.799e-05,0.0208272
280,50.1785,1.19467,0.00695435,-1.27832e-05,0.000128508,0.0209843
281,50.5152,1.20703,0.00697823,-3.72843e-06,-4.31538e-05,0.0211755
282,50.6952,1.21361,0.00701492,-3.19579e-06,2.8491e-05,0.0208747
283,50.9301,1.22213,0.00694534,-3.72843e-06,2.63453e-05,0.0207912
284,51.1755,1.23076,0.00705147,-8.52211e-06,3.8743e-05,0.0214429
285,51.3318,1.23641,0.00696892,1.79171e-05,8.49962e-05,0.0206941
286,51.6078,1.24626,0.00697639,0,-5.59092e-05,0.0208172
287,51.8045,1.25348,0.00693306,1.02873e-05,-5.84126e-06,0.0205652
288,52.0732,1.263,0.00689095,-1.49137e-05,3.56436e-05,0.0211462
289,52.2427,1.26936,0.00690994,2.78807e-06,-2.67029e-05,0.0203266
290,52.5836,1.28081,0.00695847,-2.13053e-06,-0.000221014,0.0213103
291,52.7262,1.2861,0.00693634,-4.26106e-06,8.2016e-05,0.0213267
292,53.0154,1.2967,0.00699432,4.92582e-06,0.000159025,0.0201556
293,53.1829,1.30272,0.00691887,-7.45685e-06,2.70605e-05,0.0195414
294,53.5757,1.3166,0.00701439,1.00746e-05,3.48091e-05,0.0187091
295,53.7726,1.32311,0.00700485,4.72723e-06,1.00136e-05,0.0187695
296,54.0346,1.33203,0.00704964,-6.92422e-06,5.29289e-05,0.0190027
297,54.2501,1.3395,0.0070359,3.39185e-06,7.04527e-05,0.0184375
298,54.4106,1.34455,0.00690445,-4.79369e-06,-2.74181e-06,0.0190664
299,54.6604,1.35339,0.00697113,1.56788e-05,-4.37498e-05,0.0185712
300,54.8196,1.35887,0.00701271,2.6002e-06,6.2108e-05,0.018835
301,55.0942,1.36781,0.00700745,-1.70442e-05,0.00018394,0.0192959
302,55.2929,1.37503,0.0069883,1.14475e-05,1.5378e-05,0.0182829
303,55.577,1.38467,0.00699333,6.51677e-06,5.1856e-05,0.0177854
304,55.7543,1.39085,0.0069445,2.58952e-06,0.000114083,0.0167071
305,56.0763,1.40136,0.00699051,-7.98948e-06,-2.74181e-06,0.0157173
306,56.2769,1.40749,0.00701645,1.6356e-05,-0.000134826,0.0157383
307,56.4863,1.41378,0.00701065,5.73241e-06,2.30074e-05,0.0160094
308,56.7001,1.42058,0.00698875,6.48186e-06,0.000145197,0.0151567
309,56.8772,1.42591,0.00695763,-1.22505e-05,-5.80549e-05,0.0158969
310,57.0569,1.43185,0.00702103,7.01983e-06,-9.27448e-05,0.0146396
311,57.2555,1.43803,0.00697601,4.54165e-06,7.90358e-05,0.0146607
312,57.6226,1.44896,0.0068988,-1.06526e-06,3.63588e-05,0.0146802
313,57.7464,1.45262,0.00698128,-3.19579e-06,2.82526e-05,0.0146008
314,58.0017,1.46006,0.00697479,2.28764e-06,-1.65701e-05,0.0145986
315,58.1839,1.46528,0.00700333,-3.19579e-06,-3.14713e-05,0.0150051
316,58.4848,1.47456,0.00698143,-2.13053e-06,0.000104308,0.0147638
317,58.6857,1.48076,0.0070404,-1.012e-05,-3.68357e-05,0.0139657
318,58.8743,1.48655,0.00701981,-4.79369e-06,-7.24792e-05,0.0127181
319,59.0631,1.49211,0.00692619,-1.06526e-06,5.67436e-05,0.0115346
320,59.2521,1.4968,0.00696457,3.97249e-06,-2.93255e-05,0.0123548
321,59.4929,1.50332,0.00695412,3.37872e-06,-3.88622e-05,0.0127326
322,59.694,1.50887,0.00692818,1.85181e-06,0.000214338,0.0126918
323,59.9107,1.51506,0.00697296,3.48352e-06,0.000142217,0.0124659
324,60.1094,1.52094,0.00703224,3.71137e-06,4.99487e-05,0.0112614
325,60.2881,1.52552,0.00696564,1.54986e-05,-8.46386e-05,0.0115158
326,60.4747,1.53003,0.00705261,-1.06526e-06,4.47035e-05,0.0124973
327,60.679,1.53565,0.00698601,6.14097e-06,1.12057e-05,0.0127751
328,60.8594,1.54083,0.00698997,3.38651e-06,3.68357e-05,0.0123563
329,61.0705,1.54646,0.00704651,7.62701e-06,8.89301e-05,0.0128609
330,61.2805,1.55221,0.00694351,6.95396e-06,-2.61068e-05,0.0127822
331,61.5086,1.55864,0.00691421,1.03194e-05,0.000135064,0.0124851
332,61.6969,1.56405,0.00697411,-6.39159e-06,-2.563e-05,0.0125001
333,61.9205,1.57005,0.00704391,1.30126e-06,1.35899e-05,0.0127463
334,62.1947,1.57748,0.00696403,-6.92422e-06,2.93255e-05,0.0129847
335,62.3936,1.58325,0.00700447,4.61425e-06,-4.1604e-05,0.0125187
336,62.648,1.59004,0.00705666,2.39959e-06,4.05312e-05,0.0128667
337,62.7382,1.59258,0.00699562,1.12296e-07,-5.84126e-06,0.012839
338,62.9713,1.59867,0.00697784,1.9396e-05,-8.69036e-05,0.0139139
339,63.1825,1.60466,0.00702682,1.32481e-05,-9.27448e-05,0.0144379
340,63.3782,1.61054,0.00701401,7.36034e-06,0.00014174,0.0139997
341,63.6513,1.61834,0.00702492,0,5.06639e-05,0.0146706
342,63.8295,1.62349,0.00698074,-1.06526e-06,2.8491e-05,0.0147129
343,64.0231,1.62908,0.00698128,-7.98948e-06,1.32322e-05,0.0155286
344,64.2399,1.63593,0.00697662,9.94778e-06,6.12736e-05,0.0150057
345,64.4717,1.64327,0.0069313,-3.72843e-06,-0.000110745,0.0133837
346,64.6628,1.64882,0.00700775,3.05672e-06,4.35114e-05,0.0132179
347,64.8926,1.65524,0.00701233,-3.72843e-06,9.23872e-05,0.0133604
348,65.1197,1.66153,0.00696716,-6.92422e-06,-0.000113964,0.0138852
349,65.3066,1.66693,0.00703651,3.35071e-06,-0.000199199,0.0137022
350,65.5254,1.6733,0.00694366,1.64226e-06,2.63453e-05,0.0137391
351,65.6982,1.67873,0.00702049,-8.52212e-06,-0.000138521,0.0127317
352,65.9647,1.68571,0.0069429,-1.06526e-06,0.000127196,0.0134401
353,66.1332,1.69037,0.00704048,-2.66316e-06,-1.07288e-06,0.0136245
354,66.4014,1.69784,0.00692787,-9.05475e-06,-4.31538e-05,0.0144116
355,66.5701,1.70291,0.00695541,6.03809e-06,4.3869e-05,0.0140211
356,66.7994,1.70943,0.00691162,-7.98948e-06,2.49147e-05,0.014222
357,66.9356,1.71368,0.00694107,1.00958e-05,9.65595e-06,0.0139726
